text
2262,liters per ton of heavy metal,중금속톤당 리터비,L/THM
2263,lead time intervals,선행시간,LTI
2264,lower tie plate,핵연료 하부결합판,LTP
2265,lattice test reactor,격자시험로,LTR
2266,long-term safety review,장기 안전성검토,LTSR
2267,large test vessel,대형 시험용기,LTV
2268,linear variable differential transformer,선형가변 차동변압기,LVDT
2269,Ministry of Atomic Power,원자력부 (러시아),MINATOM
2270,Ministry of Basic Industry,기초공업부 (쿠바),Minbas
2271,Malaysian Institute for Nuclear Technology Research,말레이시아원자력기술연구소,MINT
2272,Ministry of Technology,과학기술성 (영국),MINTECH
2273,Medical Internal Radiation Dose Committee of the Society of Nuclear Medicine,핵의학회 체내방사선얄위원회 (미국),MIRD
2274,management information system,경영정보시스템,MIS
2275,Ministry of Industry Shipbuilding and Energy,공업 · 선박 · 에너지성 (크로아티아),MISE
2276,"Korea Power Engineering Company, Inc.",한국전자기술 ㈜,KOPEC
2277,Korea Science and Engineering Foundation,한국과학재단,KOSEF
2278,Korea Synthetic on-line Monitoring System,"종합온라인모니터링시스템 (KAERI, 한국)",KOSMOS
2279,Korean Proto-type Liquid Metal Reactor,한국형 액체금속원형로 [구상중],KPLMR
2280,Korean Physical Society,(사)한국물리학회,KPS
2281,KWU type Pressurized Water Peactor,KWU형PWR (독일),KPWR
2282,krypton,크립톤 (원소기호),Kr
2283,lower hybrid,저역혼성【핵융합】,LH
2284,large hadron dollider,대형하드론충돌,LHC
2285,liner heat generation rate,"선형열생성율, 선형출력밀도",LHGR
2286,loop handling machine,루프취급장치,LHM
2287,loop handling system,루프취급계통,LHS
2288,loop insertion cell,루프삽입 셀,LIC
2289,last-in first-out,종입초출【재고조절】,LIFO
2290,linited works authorization,제한공사승인 (미국),LWA
2291,Light Water [Cooled] Breeder Reactor,경수냉각 증식로,LWBR
2292,"Light Water Cooled, Heavy Water Moderated Reactor",경수냉각 중수감속로,LWCHWR
2293,"Light Water Cooled, Graphite Moderated Reactor",경수냉각 흑선감속로,LWGR
2294,liquid waste management system,액체폐기물 관리계통,LWMS
2295,liquid waste processing system,액체폐기물 처리계통,LWPS
2296,Light Water Reactor,경수로,LWR
2297,mini-inspection surveillance robot,검사용 소형로봇,MISR
2298,minor isotopes safeguards techniques,저존재비 동위원소에 의한 한전보장조치기술,MIST
2299,Massachusetts Institute of Techmology,매사추세츠공과대학 (미국),MIT
2300,Ministry of International Trade and Industry,통상산업부 (일본),MITI
2301,Multi-loop oiling Power Reactor,"다중르푸형 비등수형 동력로 (=Next Generation of Channel-type Reactor, 안전성향상 신형RBMK, 채널형 차세대원자로) (러시아)",MKER
2302,meter-kilogram-second,미터-킬로그램-초 단위계,MKS
2303,Mary Kathleen Yranium Ltd.,우라늄회사명 (오스트레일리아),MKU
2304,Kernkraftwerk RWE-Bayernwerk GmbH,우너자력발전회사 (독일),KRB
2305,Korea Radioisotope Association,(사)한국방사성동위원소협회,KRIA
2306,Korea Research Institute of Chemical Techmology,한국화학연구소,KRICT
2307,Korea Research Institute of Standards and Science,한국표준과학연구원,KRISS
2308,Kansai Research Reactor,관서연구로 (일본),KRR
2309,Korean Radiological Society,대한방사선의학회,KRS
2310,Federal Commission for the Safety of Nuclear Installations,연방 원자력시설안전위원회 (독일),KSA
2311,Laboratory of Industrial Hygiene,공업위생실험소 (중국),LIH
2312,low and intermediate level waste,저 · 중준위폐기물,LILW
2313,linear accelerator,선형가속기,LINAC
2314,laser isotope separation,레이저이용 동위원소분리,LIS
2315,lifted load,부하상승,LL
2316,liquid level detector,액체준위 검출계,LLD
2317,low level flux monitor,저준위 입자속(중성자속) 감시기,LLFM
2318,lux,룩스(조도의 SI단위),lx
2319,mega-,"메가 (106의 접두어), 100만배",M
2320,migration length,이동거리,M
2321,"meter, metre",미터 (길이의 SI단위),m
2322,migration area,이동면적,M2
2323,square meter,"평방미터, 제곱미터 (면적의 SI단위)",m2
2324,cubic meter,"입방미터, 세제곱미터 (체적의 SI단위)",m3
2325,Richiter Scale Magnitude,리히터지진규모,ML
2326,milliliter,밀리리터. 10-3리터,m1
2327,median lethal concentration (LCm),"반치사농도, 50%반치사농도(LC50)",MLC
2328,mean lethal dose,"평균치사선량, 37%치사선량 (=D37, D0)",MLD
2329,maximum linear heat generation ratio,최대선형 출력밀도비,MLHGR
2330,Molecular Laser Isotope Separation,분자레이저 동위원소분리법,MLIS
2331,mid-loop operation,저수위운전,MLO
2332,Korean Standard Cask,한국형 표준캐스크,KSC
2333,Korea Society for Energy Engineering,(사)한국에너지공학회,KSEE
2334,Korean Society of Mechanical Engineers,(사) 대한기계학회,KSME
2335,Korean Society of Nuclear Nedicine,대한핵의학회,KSNM
2336,Korean Standard Nuclear Power Plant,한국표준형원자력발전소,KSNP[P]
2337,Korean Society for Nondestructive Testing,(사)한국비파괴검사학회,KSNT
2338,Korea Standard Requirement Document,한국표준원전 설계요건,K-SRED
2339,Lawrence Livermore Laboratory,로렌스 리버모어연구소 (미국),LLL
2340,low level liquid wastes,저준위 액체폐기물,LLLW
2341,Lawrence Livermore National Laboratory,로렌스 리버모어국립연구소 (미국),LLNL
2342,reduce longlived radionuclides,장수명핵종 감축,LLR
2343,local leak-rate testing,국부누설율 검사,LLRT
2344,low-level radioactive waste,저준위 [방사성]폐기물,LLRW
2345,Low-Level Radioactive Waste Policy Amendments Act,"저준위 방사성폐기물 정책수정법 (=LRWPAA, 1993년 미국)",LLRWPAA
2346,minor actinides,우라늄 이하의 원자량을 가진 악티나이드계 원소 (Pu 제외),MA
2347,myria,"미리아(104의 접두어), 1만배",ma
2348,mass of atom,원자질량,ma
2349,Mutual Assistance Agreement,상호지원협정,MAA
2350,Material Access Authorization Program,"물질이용법안 공인컴퓨터 (EPRI, 미국)",MAAP
2351,maximum allowable concentration,최대허용농도,MAC
2352,multiple assembly cooling cask test,다목적 집합체냉각 캐스크시험,MACCT
2353,median lethal time (LTm),"반치사시간, 50%치사시간 (LT50)",MLT
2354,medium level waste,중준위폐기물,MLW
2355,material management,"자재관리, 물질관리",MM
2356,Metal Mining Agency of Japan,"금속공업사업단 (MITI 산하, 일본)",MMAJ
2357,maintenance management computerized system,유지관리컴퓨터체제,MMCS
2358,motor-motor generator,모터-모터발전기,MMG
2359,mercury millimeter,수은주밀리미터 (가압의 단위),mHg
2360,Korea Standard Safety Analysis Report,한국표준원전 안전성분석보고서,K-SSAR
2361,Kema suspension test reactor,케마수상시험로,KSTR
2362,Karnkraft Sakerhet et (&) Utbildning (= Nuclear Training and Safety Center),원자력훈련안전센터 (스웨덴),KSU
2363,kiloton,"킬로톤. 1kt=1,000톤=103톤",kt
2364,Kerntechnischer Ausschuss (= Nuclear Safety Standards Commission),원자력안전기준위원회 (독일),KTA
2365,Kerntechnische Gesellschaft e. V. (= German Nuclear Society),독일원자력학회,KTG
2366,Kyoto University Critical Assembly,동경대학 임계실험장치 (일본),KUCA
2367,low-level [radioactive] waste,저준위 [방사성]페기물,LLW
2368,Texas Low-level Radioactive Waste Disposal,텍사스 저준위 방사성폐기물처리장 (미국),LLWDA
2369,Low Level Waste Policy Act,저준위 방사성폐기물정책법 (미국),LLWRA
2370,level transmitter,수위전송기,LM
2371,lumen,루멘 (광속의 SI단위),lm
2372,Liquid Metal Engineering Center,액체금속공학센터 (미국),LMEC
2373,Liquid Metal-cooled [Fast Breeder] Reactor,액체금속냉각 [고속증식]로,LM[FB]R
2374,maintenance assembly-cisassembly,조립 · 분해보수유지,MAD
2375,Mutual Atomic Energy Reinsurance Pool,원자력상호재보험풀 (미국),MAERP
2376,model automatic generation and integration code,전산코드의 일종,MAGIC
2377,magnesium no oxidation,산화하지 않는 마그네슘,MAGNOX
2378,management and administration manual,관리 및 행정지침서,MAM
2379,Mitsubishi Atomic Power Indestries Inc.,회사명 (일본),MAPI
2380,maxium average plane linear heat generation rate,최대평균 평면선형 열발생율,MAPLHGR
2381,man-machine interface,사람-기계 연계[접촉],MMI
2382,man-machine integration system,사람-기계 통합시스템,MMIS
2383,Metallurgie et Mechanique Nucleares S.A.,원자력야금 · 기술회사 (벨기에),MMN
2384,Magnetic Material Producers Association,자기성재료생산자협회 (미국),MMPA
2385,man made rock,인조암,MMR
2386,modified Mercalli scale,수정머칼리척도,MMS
2387,managanese,망간 (원소기호),Mn
2388,Kyoto University Reactor,동경대학 연구로 (일본),KUR
2389,kilovolt,"킬로볼트. 1kV=1,000볼트=103V",kV
2390,kilovolt-ampere,"킬로볼트-암페어. 1kVA=1,000볼트-암페어=103VA",kVA
2391,kilowatt,"킬로와트. 1kW=1,000와트=103W",kW
2392,kilowatt electric,전기출력 킬로와트,kWe
2393,kilowatt hour,킬로와트시,kWh
2394,kilowatt hour thermal,열출력 킬로와트시,kWht
2395,Liquid Metal Fuel Reactor,액체금속핵연료 원자로,LMFR
2396,liquid metal fuel reactor experiment,액체금속핵연료 원자로실험,LMFRE
2397,liquid metal heat exchanger,액체금속 열교환기,LMHX
2398,Lifetime Management of Nuclear Power Plant,원전 수명관리,LMNPP
2399,Liquid-Metal Reactor,액체금속로,LMR
2400,logarithmic mean temperature difference,대수평균온도차,LMTD
2401,natural logarithm,자연대수,ln
2402,Madras Atomic Power Station,마드라스원자력발전소 (인도),MAPS
2403,aqua meter,수주미터 (=mH2O),mAq
2404,maximum actual routine inspection effort,최대 통상사찰 업무량,MARIE
2405,mapping and radiation survey system,지도작성과 방사선심사시스템,MARSS
2406,material activity schedule,물질활동계획,MAS
2407,multiple barrier,다중방호,MB
2408,Material Branch #10,원자력자재의 제삼국이전에 관한 미국정부에의 사전신청서,MB#10
2409,rest mass of neutron,중성자의 정지질량,mn
2410,"Mitsubishi Nuclear Fuel Co., Ltd.",삼능원자연료 ㈜ (일본),MNF
2411,Magyar Nuklearis Tarsasag (= Hungarian Nuclear Society),헝가리원자력학회,MNT
2412,maintenance outage,보수정지,MO
2413,molybdenum,몰리브덴 (원소기호),Mo
2414,management and operation,관리 및 운전,M&O
2415,"Ministry of Commerce, Industry and Energy","산업자원부 (전 MOTIE, 한국)",MOCIE
2416,Kernkraftwerk Obrigheim GmbH,원자력발전회사 (독일),KWO
2417,kilowatt thermal,열출력 킬로와트,kWt
2418,Kraftwerk Union,Siemens사 KWU사업부 (독일),KWU
2419,diffusion length,확산거리,L
2420,"liter, litre",리터(체적의 단위),l
2421,half-value layer,반가층 (=HVL),L1/2
2422,diffusion area,확산면적,L2
2423,liquefied natural gas,액화천연가스,LNG
2424,Lanzhou Nuclear Fuel Complex,란조우핵연료공장 (중국),LNLF
2425,lubricating oil [system],윤활유[계통],LO
2426,loss of AC power,AC전원 상실,LOAC
2427,loss of coolant,주냉각재 상실,LOC
2428,loss of coolant accident,냉각재 상실사고,LOCA
2429,loss of coolant flow,냉각재 유량상실,LOCF
2430,millibarn,"밀리반(핵반응단면적, 공명적분의 단위). 10-3barn",mb
2431,material balance area,[핵]물질수지구역,MBA
2432,millions of barrels of oil per day,일당 석유 100만배럴,MBD
2433,manufacturing buff mark,제조마크,MBM
2434,management by objective,목적별관리,MBO
2435,material balance period,물질수지기간,MBP
2436,material balance report,[핵]물질수지보고서 (미국),MBR
2437,mixed-oxide fuel,혼합산화물연료 (=MOX연료),MOF
2438,mixed-oxide fuel fabrication facility,혼합산화물연료 가공시설,MOFFF
2439,maintenance outage hours,보수정지실적시간,MOH
2440,mole,몰 (물질랴의 SI단위),mol
2441,middle of life,노심 중기,MOL
2442,main oil pump,주유펌프,MOP
2443,maximum operating pressure differential,최대연전압력 차이,MOPD
2444,linear energy tranisfer,"선에너지전달(=L,LET)",LΔ
2445,lightning arrestor,피뢰기,LA
2446,LaCross Boiling Water Reactor,라크로스비드우형로,LACBWR
2447,Los Alamos Meson Physics Facility,"로스알라모스 중간자물리연구시설 (LASL, 미국)",LAMPF
2448,Los Alamos molten plutonium reactor experiment,로스알라모스 용융플루토늄 원자로실험 (미국),LAMPRE
2449,local area network,지역네트워크,LAN
2450,Los Alamos National Laboratory,로스알라모스 국립연구소 (미국),LANL
2451,loss of cooling incident,소규모의 냉각재 상실사고,LOCI
2452,loss of coolant protection,냉각재 상실보호/방지,LOCP
2453,loss of flow,유량상실,LOF
2454,loss of flow accident,유량 상실사고,LOFA
2455,loss of fluid test,냉각재 상실사고실험 (OECD의 프로젝트명),LOFT
2456,loss of feedwater,급수상실,LOFW
2457,logarithm,대수,log
2458,material balance statement,물질수지보고서 (영국),MBS
2459,movement controller,[핵물질]이동관제관 (영국),MC
2460,maximum credible accident,최대가상사고 (DBA로 변경됨),MCA
2461,main control board,"중앙제어반, 주제어반",MCB
2462,main control center,주조정센터,MCC
2463,molten carbonate fuel cell,용융탄산염형 연료전지,MCFC
2464,minimum critical heat flux ratio,최소한계 열유속비 (BWR),MCHFR
2465,monthly operating reports,월간운전보고서,MOR
2466,manager for the office of radiation safety,방사선안전관리실 적임자,MORS
2467,management oversight and risk-tree,관리감독 및 적임계통도 [평가방법론에서의],MORT
2468,Ministry of Science & Technology,과학기술부 (한국),MOST
2469,"Ministry of Science, Technology and the Environment","과학 · 기술 · 환경부 (태국, 베트남)",MOSTE
2470,monitor tank,감시탱크,MOT
2471,materials open test assembly,재료개방시험시설,MOTA
2472,large power plant effluent study,대형 발전소폐수연구,LAPPES
2473,Los Alamos power reactor experiment,로스알라모스 동력로실험 (미국),LAPRE
2474,large aspect ratio,대형장비【핵융합】,LAR
2475,large aperture seismic array,초원거리 지진검출장치,LASA
2476,Large Scale Reprocessing Plant Safeguards,대형재처리시설 안전보장조치방안을 검토하는 다국감협의,LASCAR
2477,Light Amplication by Stimulated Emission of Radiation,『복사의 유도방출에 따른 광증폭』의 머리글자,LASER
2478,Los Alamos Scientific Laboratory,로스알라모스과학연구소 (미국),LASL
2479,loss of heatsink accident,열제거장치 상실사고,LOHA
2480,loss of heatsink,최종열제거 상실,LOHS
2481,loss of ignition,점화상실,LOI
2482,loss-of-load probability,부하상실확률,LOLP
2483,low-oxidation-state metal ion,저산화상태 금속이온,LOMI
2484,loss of lffsits power,소외 전원상실,"LOOP, LOP"
2485,loss of pressure accident,[냉각재]압력 상실사고,LOPA
2486,millicurie,밀리퀴리. 10-3Ci,mCi
2487,materials compatibility in sodium,나트륨에 대한 재료적합성,MCIS
2488,maximum credible operating accident,최대가상운전사고,MCOA
2489,main coolant pump,주냉각재펌프,MCP
2490,minimum critical power ratio,최소한계 출력비,MCPR
2491,military compact reactor,운용 소형원자로 (미국),MCR
2492,main control room panel,"중앙제어실패널, 주제어실배전반",MCRP
2493,"Ministry of Trade, Industry and Energy","전 통상산업부 (MOCIE로 변경, 한국)",MOTIE
2494,memorandum of understanding,양해각서,MOU
2495,motor operator valve,전동밸브,MOV
2496,motor operator valve evaluation,모터구동밸브 평가,MOVE
2497,molecular vapor laser isotope separation,분자레이저 동위원소분리,MOVLIS
2498,mixed [uranium and plutonium] oxide fuel,혼합산화물연료 (=MOF),MOX
2499,rest mass of proton,양성자의 정지질량,mp
2500,low activity waste,"저준위 방사성폐기물, 저준위 폐기물",LAW
2501,pound,파운드 (질량의 단위),lb
2502,leak before break,배관파단전 누설,LBB
2503,Los Alamos Technical Association,로스알라모스기술협회 (미국),LATA
2504,licensing basis document,인허가기술문서 (캐나다),LBD
2505,Lawrence Berkeley National Laboratory,로렌스버클리국립연구소 (미국),LBL
2506,locked closed,고정폐쇄,LC
2507,loss-of pipe integrity,배관건전성 상실,LOPI
2508,life of system maintenance plan[ning],계통보수계획의 수명,LOSMP
2509,loss of system pressure,계통압력 상실,LOSP
2510,loss-of voltage signal,전압상실(손실)신호,LOVS
2511,linear programing,선형계획법,LP
2512,loop preparation cask,루프예비캐스크,LPC
2513,low-pressure coolant injection,저압 냉각재주입,LPCI
2514,"magnetically confined CTR, magnetically confined controlled thermonuclear reactor",자기밀폐형 핵융합로,MCTR
2515,main control unit,주조정단위,MCU
2516,movable closure valve,이동식 폐쇄밸브,MCV
2517,miscellaneous drain system,기타 배수계통,MD
2518,minimum detectable activity,"검출한계 방사능, 최소검출 방사능",MDA
2519,motor driven auxiliary feed water pump,전동기구동 보조급수펌프,MDAFP
2520,maximum dependable capacity,최대의존용량,MDC
2521,maximum permissible body burden,최대허용 신체부하량,MPBB
2522,maximum permissible concentration,최대허용농도,MPC
2523,maximum permissible dose,대량허용선량,MPD
2524,maximum permissible dose equivalent,"최대허용 선량당량, 최대허용 특가선량",MPDE
2525,maximum permissible exposure,최대허용 피폭선량,MPE
2526,Master of Public Health,공중보건학 석사,MPH
2527,miles per hours,시간당 마일,mph
2528,lethal concentration,치사농도,LC
2529,50% lethal concentration,"50%치사농도, 반치사농도 (=LCm)",LC50
2530,liquid crystal device,액체결정장치,LCD
2531,Lead-cooled Fast Reactor,납냉각 고속로,LCFR
2532,large component handling system,대형기기취급계통,LCHS
2533,lethal concentration low,치사농도 이상,LCLO
2534,limiting conditions for operation,운전제한조건,LCO
2535,low-pressure coolant injection system,저압 냉각재주입계통,LPCIS
2536,low-pressure condensate pump,저압 복수펌프,LPCP
2537,low-pressure core spray,저압 노심스프레이,LPCS
2538,linear power density,선형출력밀도,LPD
2539,loop preparation equipment,루프예비설비,LPE
2540,liquefied petroleum gas,액화석유가스,lpgs
2541,liquid pathway generic study,액체경로일반연구,LPGS
2542,mechanical draft cooling tower,기계적 통풍냉각탑,MDCT
2543,MOX Demonstration Facility,MOX연료실험시설,MDF
2544,minimum departure form nucleate boiling ratio,최소한계 열류속비,MDNBR
2545,motor driven reactor feed water pump,전동기구동 원자로급수펌프,MDRFP
2546,mechanical engineering,기계공학,ME
2547,material and equipment,기자재,M&E
2548,rest mass of electron,전자의 정지질량,me
2549,multichannel pulse-height analyzer,다중채널파고분석기,MPHA
2550,Ministry of Power Industry,"저력공업부 (MOE가 변경됨, 중국)",MPI
2551,maximum permissible limit (level),최대허용한도/준위,MPL
2552,most probable number,최빈수자,MPN
2553,"Ministere de la Protection de la Nature et de 1"" Environment",자연 · 환경보호성 (프랑스),MPNE
2554,manufacturing production order,"제품생산주문, 제품생산발주",MPO
2555,mechanical pressure regulator,기계식 압력조정기,MPR
2556,local control panel,현장제어반,LCP
2557,log count rate,대수계수율,LCR
2558,lithium dooled reactor experiment,리튬냉각로 실험 (미국),LCRE
2559,logarithmic counting rate meter,대수계수율계,LCRM
2560,leakage control system,누설제어계통,LCS
2561,Large Coil Task,대형코일사업 (OECD-IEA의 국제프로젝트),LCT
2562,large components test installation,대형기기시험설비,LCTI
2563,low-pressure injection,저압주입,LPI
2564,low-pressure injection system,저압 주입계통 (=LPSIS),LPIS
2565,licensing project manager,인허가사업책임자/담당자,LPM
2566,liter per minute,분당 리터,lpm
2567,low-pressure melt ejection,저압 용융물 방출,LPME
2568,low-power nuclear plants,저출력원자력발전소 (러시아),LPNP
2569,large passive PWR,대폭 개선된 피동형 PWR,LP-PWR
2570,Ministry of Electricity and Energy,전력 · 에너지부 (이집트),MEE
2571,maintenance equipment floor valve,보수유지기기 바닥밸브,MEFV
2572,mechanical electrical and instrumentation,기계 · 전기 · 계측장치,ME&I
2573,Marine Environment Laboratory,"해양환경연구소 (IAEA, 모나코소재)",MEL
2574,Mitsubishi Electric Corporation,회사명 (일본),MELCO
2575,Magnox Encapsulation Plant,마그녹스내장발전소,MEP
2576,Moscow Engineering Physics Institute,모스크바공학 · 물리연구소 (러시아),MEPI
2577,medium power reactor experiment,중출력 원자로실험,MPRE
2578,manpower system,인력계획,MPS
2579,manpower survey system,인력감시시스템,MPWR
2580,minimum regret,최소한 후회하지 않는 환경정책,MR
2581,millirem,밀리렘 (피폭선량의 단위). 10-3rem = 0.01mSv,"mr, mrem"
2582,millroentgen,밀리뢴트겐 (조사선량의 단위). 10-3R,m R
2583,miooirad,밀리라드(흡수선량의 단위 ). 10-3rem,mrad
2584,large components test loop,대형기기시험루프,LCTL
2585,level control valve,수입제어밸브,LCV
2586,licensee contractor verdor inspection report,원자력기기공합자 검사보고서,LCVIR
2587,low conductivity waste [system],저전도도 폐액 [계통],LCW
2588,laundry drain system,세탁수 배수계통,LD
2589,lethal dose,치사선량,LD
2590,length-to-diameter ratio,길이-직경의 비율,L/D
2591,local power range monitor,국부출력영역 모니터,LPRM
2592,low-pressure recirculation system,저압 재순환계통,LPRS
2593,low-pressure safety injection system,저압 안전주입계통 (=LPIS),LPSIS
2594,low-pressure service water,저압용수,LPSW
2595,low-pressure turbine,저압터빈,LPT
2596,low power test facility,저출려기험시설,LPTF
2597,Livermore pool type reactor,리버모어 풀형 원자로,LPTR
2598,Ministry of Environmental Protection and Nuclear Safety,환경보호 · 원자력안전성 (우크라이나),MEPNS
2599,Marine Ecology Research Institute,(재) 해양생물환경연구소 (일본),MERI
2600,megaelectron volt,메가전자볼트(에너지의 단위). 106eV,MeV
2601,Module Fast Breeder Reactor,"모듈형 고속증식로, 금속연료 TRU소멸 감속로 (중국)",MFBR
2602,Multinational Fuel Cycle Facility,다국간 핵연료주기시설,MFCF
2603,molten fuel-coolant interaction,용융핵연료-냉각재 상호작용,MFCI
2604,main feedwater isolation value,주급수분리밸브,MFIV
2605,Medical Research Council,의학연구심의회,MRC
2606,millirem,밀리렘 (피폭당량의 단위). 10-3rem,"mrem, mr"
2607,maintenance request form,보수요청서,MRF
2608,material receiving instruction,자재수령지표,MRI
2609,maximum routine inspection effort,최대 통상사찰 업무량,MRIE
2610,mobile radiological measuring unit,이동식 방사능측정장치,MRMU
2611,Multi-purpose Research Reactor,다목적연구로,MRR
2612,50% lethal dose,"50%치사선량, 반치사선량 (LDm)",LD50
2613,50% lethal dose in 30 days,30일간에 50%가 치사할 선량,LD50-30
2614,licensing design basis,기재규제요건개념,LDB
2615,large diamter component cask,대구경기기캐스크,LDCC
2616,lethal dose low,치사선량 이하,LDLO
2617,leak detection system,누설검출계통,LDS
2618,large electron-positron collider,대형 전자-양전자충돌장치,LEP
2619,low-population zone,"저인구지대, 저인구지역, 인구저밀도지역",LPZ
2620,Laboratorium fur Reaktoregelung und Anlagesicherung,원자로관리안전연구소 (독일),LRA
2621,licensing review basis,[제작자가 NRC에 제출하는] 인가평가기분서류 (미국),LRB
2622,Lewis Research Center,루이스연구센터,LRC
2623,E.O. Lawrence Radiation Laboratory,로렌스방사선연구소 (미국),LRL
2624,liquid radwaste system,액체폐기물계통,RS
2625,leak rate testing,누설율시험,LRT
2626,mixed fission products,혼합 핵분열생성물,MFP
2627,mixed fission products generator,혼합핵분열생성물 발생장치,MFPG
2628,main feedwater system,주급수계통,"MFS, MFWS"
2629,Mirror Fusion Test Facility,자기밀폐핵융합 대형실험장치,MFTF
2630,mechanical function unit,계기작동장치,MFU
2631,maintenance floor valve,유지보수 바닥밸브,MFV
2632,motor generator [set],전동발전기,MG
2633,"Nuclear Supplier""s Group","원자력공급국그룹 (런던클럽, 1974년 11월)",NSG
2634,Nuclear Safety Information Center,"원자력안전정보센터 (ORNL, 미국)",NSIC
2635,Nuclear Society of Kazahstan,카자흐스탄원자력학회,NSK
2636,normal system load,"통상하중, 정당하중【구조설계 】",NSL
2637,Nuclear Safety Oversight Committee,원자력안전감독위원회 (미국),NSOC
2638,neutron source reactor,중성자원발생로 (미국),NSR
2639,Nuclear Safety Research Associaton,(재)원자력안전연구협회 (이본),NSRA
2640,Oskarshamnverkets Kraftgrupp AB (=Oskarshamn Power Group AB),전력회사명 (스웨덴),OKG
2641,Osterrichische Kerntechnisch Gesellschaft (=Austrian Nuclear Society),오스트리아원자력학회,OKG
2642,operating license,"운전허가, 운영허가",OL
2643,operations manager,"운전책임자, 발전부장 (발전과장)",OM
2644,operating and maintenance,운전 및 유지보수,O&M
2645,oxygen to metal ratio,산소 대 금속화,O/M
2646,"A Proposal to Exchange Scientific and Technology Information Concerning Options Making Extra Gains of Actinides and Fission Products Generated in Nuclear Fuel Cycle under OECD-NEA""s Internatinal Cooperation",오메가계획(핵종분리 및 소멸처리기술에 관한 OECD-NEA의 국제협력계획),OMEGA project
2647,National Cancer Institute,국립암연구소 (미국),NCI
2648,nanocurie,나노큐리 10-9Ci,nCi
2649,North Carolina Nunicipal Power Agency,전력회사명 (미국),NCMPA
2650,National Commission for Nuclear Activities Control,국가원자력통제위원회 (루마니아),NCNAC
2651,nonconformance report,부적합(불일치) 보고서,NCR
2652,National Council on Radiation Protection and Measurements,방사선방호측정심의회 (미국),NCRP
2653,nucleonic control systems,핵자제어계통,NCS
2654,notice of initiation of procurement action,구매개시 통지,NIPA
2655,National Institute for Research Advancement,종합연구개발기구 (일본),NIRA
2656,Nuclear Industry Radioactive Waste Executive,원자력산업 방사성폐기물관리회사 (영국),NIREX
2657,Nuclear Information & Records Management Association,원자력정보기록관리협회,NIRMA
2658,National Institute for Research in Nuclear Science,국립핵과학연구소 (영국),NIRNS
2659,National Institute of Radiation Protection,국립방사선방호연구소 (스웨덴),NIRP
2660,National Institute of Radiological Science,방사선의학종합연구소 (일본),NIRS
2661,Nuclear Safety Research Center,원자력안전연구센터 (서울대 기초전력공학공동연구소내),NSRC
2662,Nuclear Safety Research Reactor,"원자력안전성 연구로 (JAERI, 일본)",NSRR
2663,Nuclear Safety Research Review Committee,"운자력안전연구평가위원회 (NRC, 미국)",NSRRC
2664,Nuclear Society of Slovenia,슬로베니아원자력학회,NSS
2665,nuclear steam supply system,핵증기공급계통,NSSS
2666,neutron shield tank,중성자차폐탱크,NST
2667,Nuclear Safety Technology Center,(재) 원자력안전기술센터 (일본),NSTC
2668,organic moderated experiment reactor,유기물감속 실험로,OMER
2669,operation and maintenance manual,운전 및 보수유지 지침서,OMM
2670,Organic-moderated Reactor,유기물감속형 원자로 (미국),OMR
2671,Operation[s] & Maintenance Reminder,운전 · 보수비망록,O&MR
2672,organic moderated reactor critical assembly,유기물감속원자로 임계집합체,OMRCA
2673,organic moderated reactor experiment,"유기물감속 실험로 (해체, 미국)",MORE
2674,on-line monitoring system,온라인 방사선측정시스템,OMS
2675,Nuclear Cross-Section Advisory Group,핵단면적 자문그룹,NCSAG
2676,National Conference of State Legislatures,전국주의회회의 (미국),NCSL
2677,National Committee for a Sane Nuclear Policy,전미건전핵정책위원회,NCSNP
2678,muclear cooling water system,핵냉각수계통,NCWS
2679,non detectable,검출 불가능,ND
2680,nondestructive,비파괴,N/D
2681,nondestructive assay,비파괴분석,NDA
2682,Newly Independent States,신독립국가 (옛 소련),NIS
2683,National Institute for Standards and Technology,"국립표준기술연구소 (구 NBS, 미국)",NIST
2684,Research Institute of Science and Technology,"과학기술연구소 (원자력부, 러시아)",NITI
2685,Normenausschuβ Kerntechnik,원자력기술기분위원회 (독일),N K e
2686,Nordic Nuclear Safety Research,노르웨이원자력안전연구소,NKS
2687,nonlicensed operator,비인가운전원,NLO
2688,Nuclear Naterials Authority,핵물질공사 (이집트),NMA
2689,nuclear service water [system],원자력용수[계통],NSW[S]
2690,Nuclear Technical Advisory Board,"원자력기술자문위원회 (ANSI, 미국)",NTAV
2691,Nuclear Training Center,원자력연수원 (KAERI 산하),NTC
2692,neutron transmutation doping,중성자수송도핑,NTD
2693,nuclear test facility,원자력시험시설,NTF
2694,non-turn key,"비일괄발주 계약방식, 분할발주 계약방식",NTK
2695,no trouble no alarm,무고장 무경보,NTNA
2696,onset of nucleate boiling,핵비등 시작점,ONB
2697,National Agency for Radioactive Waste,방사성폐기물관리청 (벨기에),ONDRAF
2698,Ongharak Nuclear Research Center,온가라크원자력연구센터 (태국),ONRC
2699,Office of Nuclear Regulatory Research,"원자력규제연구실 (NRC, 미국)",ONRR
2700,Organisation Til Oplysning Om Atomkraft,원자력발전소에 대한 정보조직 (덴마크),OOA
2701,out of service,"작동불능, 가동중지, 고장",OOS
2702,Agency for the Prohibition of Nuclear Weapons in Latin American,라틴아메리카 핵무기금지기구,OPANAL
